nuts2_code;biomass_production_twh_medium_total;biomass_production_twh_low_total;biomass_production_twh_high_total;biomass_production_twh_medium_agri&landscape _residues;biomass_production_twh_low_agri&landscape _residues;biomass_production_twh_high_agri&landscape _residues;biomass_production_twh_medium_energy_crops;biomass_production_twh_low_energy_crops;biomass_production_twh_high_energy_crops;biomass_production_twh_medium_forestry;biomass_production_twh_low_forestry;biomass_production_twh_high_forestry;wind_onshore_capacity_gw_medium;wind_onshore_capacity_gw_low;wind_onshore_capacity_gw_high;wind_onshore_production_twh_medium;wind_onshore_production_twh_low;wind_onshore_production_twh_high;wind_onshore_land_use_percentage_medium;wind_onshore_land_use_percentage_low;wind_onshore_land_use_percentage_high;solar_capacity_gw_medium_total;solar_capacity_gw_low_total;solar_capacity_gw_high_total;solar_capacity_gw_medium_pv_roof;solar_capacity_gw_low_pv_roof;solar_capacity_gw_high_pv_roof;solar_capacity_gw_medium_pv_ground;solar_capacity_gw_low_pv_ground;solar_capacity_gw_high_pv_ground;solar_capacity_gw_medium_csp;solar_capacity_gw_low_csp;solar_capacity_gw_high_csp;solar_production_twh_medium_total;solar_production_twh_low_total;solar_production_twh_high_total;solar_production_twh_medium_pv_roof;solar_production_twh_low_pv_roof;solar_production_twh_high_pv_roof;solar_production_twh_medium_pv_ground;solar_production_twh_low_pv_ground;solar_production_twh_high_pv_ground;solar_production_twh_medium_csp;solar_production_twh_low_csp;solar_production_twh_high_csp
PL51;12.058775;8.473931;21.256667;3.979133;2.918356;5.217975;7.284664;4.760597;10.229783;0.794978;0.794978;5.808908;5.245;6.17;36.125;11.40977593;13.42198617;78.58496765;0.052626298;0.06190739;0.362464255;63.32;31.66;111.75;6.97;3.49;12.3;56.35;28.17;99.44;0;0;0;59.04;29.52;104.19;6.5;3.25;11.47;52.54;26.27;92.72;0;0;0
PL52;8.229984;5.76369;11.764986;2.5146;1.756272;3.324128;5.426533;3.718567;6.638608;0.288851;0.288851;1.80225;2.185;2.695;17.12;4.971919143;6.132412856;38.95618111;0.04628747;0.05709141;0.362673446;27.43;13.72;48.41;2.34;1.17;4.13;25.09;12.55;44.28;0;0;0;25.83;12.91;45.58;2.2;1.1;3.89;23.62;11.81;41.69;0;0;0
PL61;11.320055;8.174594;17.036575;3.285986;2.049833;4.683614;7.622092;5.712783;9.125933;0.411977;0.411977;3.227028;8.24;9.35;35.8;20.63446689;23.41410988;89.64974693;0.091647203;0.103992882;0.398175954;55.56;27.78;98.04;4.66;2.33;8.22;50.9;25.45;89.83;0;0;0;50.42;25.21;88.97;4.22;2.11;7.46;46.19;23.1;81.52;0;0;0
PL62;10.463579;7.337641;19.558386;2.737122;1.847919;3.623406;6.804331;4.567594;8.851458;0.922127;0.922127;7.083522;13.4;15.1;48.89;34.85937975;39.28183838;127.1847072;0.111541183;0.12569193;0.406958838;68.24;34.12;120.42;3.42;1.71;6.03;64.82;32.41;114.39;0;0;0;60.14;30.07;106.14;3.01;1.51;5.32;57.13;28.57;100.82;0;0;0
PL63;8.412332;5.810187;16.961267;3.134228;2.249478;3.935717;4.499214;2.781819;7.199142;0.77889;0.77889;5.826408;7.465;8.445;29.76;20.07291284;22.70807085;80.02275768;0.082240828;0.093037347;0.327861628;47.06;23.53;83.04;5.15;2.57;9.08;41.91;20.96;73.96;0;0;0;42.04;21.02;74.18;4.6;2.3;8.11;37.44;18.72;66.07;0;0;0
PT11;3.938672;2.53533;8.490617;1.357872;0.537864;2.144211;1.314194;0.730861;3.092833;1.266605;1.266605;3.253572;12.61854588;7.067704702;13.70947852;27.13838626;15.20033307;29.48462741;0.118930687;0.066613616;0.129212804;42.1;21.05;74.29;8.3;4.15;14.66;30.87;15.43;54.47;2.93;1.46;5.17;57.22;28.61;100.98;11.29;5.64;19.92;41.95;20.98;74.03;3.98;1.99;7.02
PT15;0.701281;0.465211;1.364614;0.146147;0.048967;0.185033;0.444611;0.305722;0.944667;0.110522;0.110522;0.234914;2.288731284;1.101601604;2.702687166;4.780745839;2.301046577;5.645424833;0.093170417;0.044844356;0.110021867;7.86;3.93;13.87;1.08;0.54;1.9;4.18;2.09;7.38;2.6;1.3;4.59;11.92;5.96;21.04;1.64;0.82;2.89;6.34;3.17;11.19;3.94;1.97;6.96
PT16;8.433548;6.728843;16.320394;2.950778;2.078358;3.885678;1.676556;0.844269;2.788639;3.806215;3.806215;9.646078;4.678852947;2.342294121;5.36938236;9.222019159;4.616661712;10.58305263;0.033288413;0.016664609;0.03820129;43.46;21.73;76.7;5.57;2.78;9.82;27.88;13.94;49.19;10.02;5.01;17.69;61.69;30.84;108.86;7.9;3.95;13.94;39.56;19.78;69.82;14.22;7.11;25.1
PT17;1.014236;0.692169;1.586017;0.4216;0.2369;0.577119;0.447278;0.309911;0.669778;0.145358;0.145358;0.339119;1.05040724;0.34575905;1.334892535;2.070352671;0.681491087;2.631073186;0.075923906;0.024991619;0.096486631;9.8;4.9;17.3;6.1;3.05;10.77;1.38;0.69;2.43;2.33;1.16;4.1;14.5;7.25;25.59;9.02;4.51;15.92;2.04;1.02;3.59;3.44;1.72;6.07
PT18;9.014696;5.537627;16.952597;5.081064;2.764853;7.399022;2.498444;1.337586;5.937167;1.435188;1.435188;3.616408;18.55258264;12.90945659;19.5297283;36.56714038;25.44453893;38.49309448;0.117958944;0.082079454;0.124171721;80.53;40.26;142.11;1.82;0.91;3.22;23.44;11.72;41.36;55.26;27.63;97.52;119.96;59.98;211.69;2.72;1.36;4.79;34.92;17.46;61.62;82.33;41.16;145.28
RO11;16.316327;12.237463;30.326792;2.713331;1.756283;3.792197;11.883158;8.761342;18.835322;1.719838;1.719838;7.699272;9.248260173;4.614848412;10.12259388;18.2283208;9.095866221;19.95163254;0.054202257;0.027046731;0.059326558;108.86;54.43;192.1;6.29;3.14;11.09;102.57;51.29;181.01;0;0;0;111.08;55.54;196.02;6.41;3.21;11.32;104.66;52.33;184.7;0;0;0
RO12;13.225082;10.300735;29.546411;2.253625;1.5392;3.015206;8.968964;6.759042;17.374217;2.002493;2.002493;9.156989;9.998599718;5.867154235;10.76684075;19.70724004;11.564161;21.22144312;0.05858955;0.034380207;0.06309127;95.58;47.79;168.67;5.72;2.86;10.09;89.87;44.93;158.59;0;0;0;98.91;49.45;174.54;5.91;2.96;10.44;92.99;46.5;164.1;0;0;0
RO21;16.524011;11.900452;30.198608;2.962444;1.853697;4.309058;11.684503;8.169692;16.5668;1.877063;1.877063;9.32275;43.05750125;19.34845327;48.07143593;89.74574791;40.32842963;100.1964082;0.234326537;0.105297705;0.261613257;117.07;58.54;206.59;8.07;4.03;14.24;109;54.5;192.36;0;0;0;121.71;60.86;214.78;8.39;4.19;14.8;113.32;56.66;199.98;0;0;0
RO22;28.393571;18.795162;39.379533;5.119883;3.125814;7.591333;22.324536;14.720197;27.393078;0.949151;0.949151;4.395122;56.2815965;37.52221296;59.64822357;116.0354462;77.35933226;122.976402;0.316918726;0.211285618;0.335876027;109.43;54.71;193.1;6.16;3.08;10.86;103.27;51.63;182.24;0;0;0;127.36;63.68;224.75;7.16;3.58;12.64;120.19;60.1;212.1;0;0;0
RO31;23.468333;16.973405;32.476092;5.872008;4.077942;7.992572;16.777119;12.076258;20.121472;0.819205;0.819205;4.362047;30.24589703;19.89570586;32.33933821;59.61466305;39.21443626;63.7408356;0.175792026;0.115635732;0.187959305;131.93;65.97;232.82;7.53;3.76;13.28;124.4;62.2;219.54;0;0;0;154.76;77.38;273.11;8.83;4.42;15.58;145.93;72.97;257.53;0;0;0
RO32;2.710994;2.295183;3.276575;0.528175;0.470308;0.668225;1.967678;1.609733;2.253347;0.215141;0.215141;0.355003;0;0;0;0;0;0;0;0;0;10.4;5.2;18.35;4.93;2.47;8.71;5.46;2.73;9.64;0;0;0;12.29;6.15;21.69;5.83;2.92;10.3;6.46;3.23;11.4;0;0;0
RO41;19.446913;14.281057;29.356011;3.545717;2.315286;4.900097;14.708875;10.77345;19.335342;1.192321;1.192321;5.120572;11.21483821;6.535136014;12.21965071;22.10444611;12.88075308;24.08493154;0.076806069;0.044756607;0.08368764;95.94;47.97;169.3;4.98;2.49;8.79;90.95;45.48;160.51;0;0;0;113.08;56.54;199.55;5.87;2.94;10.36;107.2;53.6;189.18;0;0;0
RO42;28.195192;23.109756;45.315556;5.414594;4.386942;6.460003;19.453033;15.39525;29.120567;3.327565;3.327565;9.734986;8.826372554;5.394323532;9.433467325;17.3967803;10.63221168;18.5933641;0.055225231;0.033751438;0.059023728;92.03;46.01;162.4;4.45;2.22;7.84;87.58;43.79;154.56;0;0;0;101.45;50.72;179.02;4.9;2.45;8.65;96.55;48.27;170.38;0;0;0
SE11;2.013327;1.792204;5.881464;0.727175;0.623564;0.847147;0.372136;0.254625;0.484339;0.914015;0.914015;4.549978;0.065;0.035;1.16;0.165793581;0.089273467;2.958777749;0.001982312;0.001067399;0.035376639;9.02;4.51;15.92;5.28;2.64;9.32;3.74;1.87;6.6;0;0;0;8;4;14.12;4.68;2.34;8.27;3.32;1.66;5.85;0;0;0
SE12;6.763564;5.167014;19.400722;3.12385;2.025875;4.269156;1.576631;1.078056;2.059297;2.063083;2.063083;13.072269;10.83;8.51;24.26;26.1745498;20.56744402;58.63292503;0.050332295;0.039550123;0.11274806;32.37;16.18;57.12;3.98;1.99;7.02;28.39;14.2;50.1;0;0;0;27.33;13.67;48.24;3.36;1.68;5.93;23.98;11.99;42.31;0;0;0
SE21;4.492006;3.355717;19.890272;1.414472;0.571106;2.363361;0.990889;0.697967;1.856689;2.086645;2.086645;15.670222;10.22892067;8.726803212;16.22377612;28.08098819;23.95729383;44.53839077;0.057401351;0.04897196;0.091042515;13.5;6.75;23.82;2.05;1.02;3.61;11.45;5.72;20.21;0;0;0;11.36;5.68;20.05;1.72;0.86;3.04;9.64;4.82;17.01;0;0;0
SE22;6.098007;4.797165;13.441736;2.917225;1.851525;3.977956;2.012419;1.777278;2.299778;1.168362;1.168362;7.164003;6.025;4.185;17.065;16.78590496;11.65958709;47.54381213;0.084342409;0.058584727;0.2388885;24.74;12.37;43.65;3.48;1.74;6.15;21.25;10.63;37.5;0;0;0;21.38;10.69;37.73;3.01;1.51;5.31;18.37;9.18;32.41;0;0;0
SE23;5.768188;4.267858;16.837258;2.739575;1.628361;3.850733;0.900425;0.511308;1.104381;2.128188;2.128188;11.882144;13.895;11.295;25.29;34.69062896;28.19939936;63.139691;0.081169495;0.065981248;0.147734907;31.44;15.72;55.48;4.7;2.35;8.29;26.74;13.37;47.19;0;0;0;26.63;13.31;46.99;3.98;1.99;7.02;22.65;11.32;39.97;0;0;0
SE31;4.924777;4.467614;26.221919;1.136733;0.766542;1.446256;0.242;0.155028;0.327272;3.546044;3.546044;24.448392;7.405929411;6.436794117;11.74895735;17.17376666;14.92641829;27.24490619;0.020604364;0.017908089;0.032687294;13.63;6.81;24.04;2.13;1.06;3.76;11.5;5.75;20.29;0;0;0;11.13;5.56;19.63;1.74;0.87;3.07;9.39;4.69;16.56;0;0;0
SE32;4.289684;4.08082;22.056761;0.932636;0.779328;1.022328;0.252725;0.197169;0.419669;3.104323;3.104323;20.614764;29.365;27.97;33.86;89.80877635;85.54236249;103.5561099;0.076278671;0.072655012;0.087954906;7.9;3.95;13.94;0.94;0.47;1.66;6.96;3.48;12.29;0;0;0;5.74;2.87;10.13;0.68;0.34;1.21;5.06;2.53;8.93;0;0;0
SE33;11.107109;10.828531;32.409039;4.208969;4.041597;4.376003;0.256022;0.144817;0.451033;6.642117;6.642117;27.582003;56.05;54.335;62.055;163.26019;158.2648069;180.751313;0.068081333;0.065998202;0.075375328;8.56;4.28;15.11;1.33;0.67;2.35;7.23;3.62;12.76;0;0;0;6.17;3.08;10.88;0.96;0.48;1.69;5.21;2.6;9.19;0;0;0
SI03;3.700877;3.351024;11.484136;0.563933;0.361344;0.791825;0.638819;0.491556;1.647158;2.498124;2.498124;9.045153;1.898446252;0.749594322;2.232212987;3.741837563;1.477450409;4.399691797;0.031119519;0.012287424;0.036590656;25;12.5;44.11;2.57;1.29;4.54;22.42;11.21;39.57;0;0;0;26.62;13.31;46.98;2.74;1.37;4.83;23.88;11.94;42.15;0;0;0
SI04;1.909565;1.815945;6.352264;0.2448;0.207931;0.38855;0.229556;0.172806;0.674706;1.435209;1.435209;5.289008;0.526083073;0.172608104;0.658223248;1.165679304;0.382459929;1.458471594;0.013086644;0.004293734;0.016373713;10.68;5.34;18.85;2.32;1.16;4.09;8.36;4.18;14.76;0;0;0;11.24;5.62;19.83;2.44;1.22;4.3;8.8;4.4;15.53;0;0;0
SK01;0.735368;0.572335;1.262253;0.315836;0.227722;0.456942;0.397989;0.323069;0.473917;0.021543;0.021543;0.331394;1.985;0.42;2.445;4.522196547;0.956837557;5.57016149;0.193093385;0.040856031;0.237840467;5.76;2.88;10.17;1.5;0.75;2.65;4.26;2.13;7.52;0;0;0;5.96;2.98;10.52;1.56;0.78;2.74;4.4;2.2;7.77;0;0;0
SK02;9.121448;7.310618;12.997386;4.487431;3.367661;5.715908;4.415658;3.724597;4.985031;0.218359;0.218359;2.296447;25.48335294;8.904141712;29.07330482;55.16901122;19.27661149;62.94091218;0.339778039;0.118721889;0.387644064;50.21;25.1;88.6;4.48;2.24;7.91;45.73;22.86;80.69;0;0;0;51.49;25.74;90.86;4.6;2.3;8.11;46.89;23.44;82.75;0;0;0
SK03;3.921283;2.995463;12.030056;1.816661;1.370939;2.317272;1.406458;0.926361;1.991592;0.698163;0.698163;7.721192;1.824107349;0.516737254;2.152657838;3.595315585;1.018489127;4.242888599;0.022435365;0.006355541;0.026476328;28.52;14.26;50.33;3.28;1.64;5.79;25.24;12.62;44.54;0;0;0;27.52;13.76;48.56;3.17;1.58;5.59;24.35;12.18;42.97;0;0;0
SK04;3.898332;2.773226;9.339653;1.707278;1.095339;2.318897;1.751342;1.238175;2.268092;0.439712;0.439712;4.752664;0;0;0;0;0;0;0;0;0;35.39;17.69;62.45;3.93;1.97;6.94;31.46;15.73;55.51;0;0;0;33.92;16.96;59.86;3.77;1.88;6.65;30.15;15.08;53.21;0;0;0
UKC1;0.970372;0.521342;1.523778;0.562147;0.256342;0.784508;0.369264;0.226039;0.417289;0.038961;0.038961;0.321981;1.585;0.615;4.04;5.017286989;1.946770661;12.78854223;0.105210753;0.0408231;0.268171258;10.23;5.12;18.06;2.78;1.39;4.9;7.46;3.73;13.16;0;0;0;8.23;4.11;14.52;2.23;1.12;3.94;6;3;10.58;0;0;0
UKC2;2.017919;1.223488;3.373803;1.188286;0.595647;1.775731;0.692606;0.490814;0.811881;0.137027;0.137027;0.786192;6.52;3.505;10.49;21.7858791;11.71158071;35.05120733;0.233190272;0.125357654;0.375178827;16.64;8.32;29.36;3.29;1.65;5.81;13.34;6.67;23.54;0;0;0;13.03;6.52;23;2.58;1.29;4.55;10.45;5.23;18.44;0;0;0
UKD1;2.400016;1.058758;4.494006;1.773356;0.491611;3.025069;0.489633;0.430119;0.691339;0.137027;0.137027;0.777597;5.185;2.785;9.33;16.64948869;8.942878688;29.95944638;0.153175775;0.082274742;0.27562777;12.8;6.4;22.58;1.2;0.6;2.11;11.6;5.8;20.47;0;0;0;9.65;4.82;17.02;0.9;0.45;1.59;8.74;4.37;15.43;0;0;0
UKD3;0.196962;0.055273;0.371736;0.147758;0.036117;0.259094;0.044556;0.014508;0.074003;0.004648;0.004648;0.038639;0.075;0.025;0.41;0.193563175;0.064521058;1.058145357;0.011792453;0.003930818;0.064465409;7.73;3.86;13.64;5.9;2.95;10.42;1.83;0.91;3.22;0;0;0;5.86;2.93;10.33;4.47;2.24;7.89;1.38;0.69;2.44;0;0;0
UKD4;1.069929;0.447307;1.755506;0.790731;0.200833;1.349158;0.269903;0.237178;0.360775;0.009296;0.009296;0.045572;0.77;0.2;3.17;2.364677411;0.614201925;9.735100511;0.05006502;0.013003901;0.206111834;10.29;5.14;18.16;3.19;1.59;5.62;7.1;3.55;12.54;0;0;0;7.99;4;14.11;2.47;1.24;4.37;5.52;2.76;9.74;0;0;0
UKD6;0.897176;0.427412;1.502292;0.639119;0.1835;1.088433;0.253408;0.239264;0.375994;0.004648;0.004648;0.037864;0.905;0.13;3.835;2.895926243;0.415989405;12.27168745;0.079385965;0.011403509;0.336403509;10.43;5.22;18.41;2.2;1.1;3.89;8.23;4.11;14.52;0;0;0;8.44;4.22;14.89;1.78;0.89;3.15;6.66;3.33;11.75;0;0;0
UKD7;0.127611;0.059572;0.248444;0.089222;0.026306;0.175781;0.038389;0.033267;0.070008;0;0;0.002656;0.01;0;0.165;0.029365163;0;0.484525181;0.002906977;0;0.047965116;4.33;2.17;7.64;3.28;1.64;5.79;1.05;0.53;1.85;0;0;0;3.61;1.8;6.37;2.73;1.37;4.82;0.88;0.44;1.55;0;0;0
UKE1;3.713973;2.677243;4.685064;1.582431;0.828364;2.250942;2.126894;1.844231;2.392381;0.004648;0.004648;0.041742;5.255;2.195;10.155;16.94763118;7.078982006;32.75037006;0.303143928;0.12662244;0.585809057;16.98;8.49;29.96;2.19;1.09;3.86;14.79;7.4;26.1;0;0;0;14.61;7.3;25.78;1.88;0.94;3.32;12.73;6.36;22.46;0;0;0
UKE2;5.95865;4.138383;8.258472;3.577328;2.040906;5.1645;2.342361;2.058517;2.732189;0.038961;0.038961;0.361783;6.595;2.52;13.775;20.44052651;7.8104817;42.69420056;0.158305329;0.060489678;0.330652904;21.7;10.85;38.3;1.94;0.97;3.43;19.76;9.88;34.87;0;0;0;17.39;8.69;30.68;1.56;0.78;2.75;15.83;7.92;27.94;0;0;0
UKE3;1.176021;0.883079;1.527122;0.561011;0.315331;0.793467;0.605714;0.558453;0.657903;0.009296;0.009296;0.075753;0.385;0.075;1.48;1.096337406;0.213572222;4.214491845;0.049741602;0.009689922;0.19121447;6.98;3.49;12.32;2.95;1.47;5.21;4.03;2.02;7.12;0;0;0;5.85;2.92;10.32;2.47;1.24;4.36;3.38;1.69;5.96;0;0;0
UKE4;0.81116;0.503663;1.141467;0.578033;0.298242;0.77335;0.223831;0.196125;0.293453;0.009296;0.009296;0.074664;0.24;0.035;1.38;0.68086224;0.09929241;3.91495788;0.023564065;0.003436426;0.135493373;10.06;5.03;17.76;4.9;2.45;8.65;5.16;2.58;9.11;0;0;0;8.08;4.04;14.25;3.93;1.97;6.94;4.14;2.07;7.31;0;0;0
UKF1;4.541277;3.543441;5.818861;2.161686;1.373061;2.999756;2.359222;2.150011;2.656236;0.020369;0.020369;0.162869;1.895;0.42;6.4;5.485328588;1.21574565;18.525648;0.078909015;0.017489069;0.266500104;18.36;9.18;32.41;5;2.5;8.82;13.37;6.68;23.59;0;0;0;15.26;7.63;26.93;4.15;2.08;7.33;11.11;5.55;19.6;0;0;0
UKF2;4.193249;2.895324;5.437561;2.470667;1.573283;3.418825;1.713286;1.312744;1.937389;0.009296;0.009296;0.081347;4.3;1.26;11.44;12.86715338;3.770375175;34.2326127;0.175081433;0.051302932;0.465798046;24.2;12.1;42.71;4.14;2.07;7.3;20.06;10.03;35.41;0;0;0;21.26;10.63;37.52;3.63;1.82;6.41;17.63;8.81;31.11;0;0;0
UKF3;11.254007;9.50811;13.45;3.195986;2.000533;4.418686;8.0423;7.491856;8.907625;0.015721;0.015721;0.123689;10.05;4.5;18.155;30.87767779;13.82582588;55.77952639;0.340331866;0.152387403;0.61479851;26.33;13.17;46.47;1.76;0.88;3.11;24.57;12.29;43.36;0;0;0;23.2;11.6;40.94;1.55;0.78;2.74;21.65;10.82;38.2;0;0;0
UKG1;4.191248;2.600829;5.816914;2.416511;1.131442;3.726;1.759017;1.453667;1.965444;0.015721;0.015721;0.125469;3.735;1.135;11.185;10.98526995;3.33822795;32.89698645;0.125461874;0.03812563;0.375713806;26;13;45.88;3.19;1.59;5.62;22.81;11.41;40.26;0;0;0;22.43;11.21;39.58;2.75;1.37;4.85;19.68;9.84;34.73;0;0;0
UKG2;4.566954;2.906132;6.450589;2.666486;1.234986;4.062622;1.870803;1.641481;2.113444;0.029665;0.029665;0.274522;4.12;1.285;11.32;12.67365045;3.952825444;34.82177745;0.133333333;0.041585761;0.366343042;24.48;12.24;43.19;3.82;1.91;6.74;20.66;10.33;36.45;0;0;0;20.2;10.1;35.64;3.15;1.58;5.56;17.04;8.52;30.08;0;0;0
UKG3;0.15559;0.06292;0.223892;0.100319;0.042994;0.128892;0.050622;0.015278;0.052919;0.004648;0.004648;0.042081;0;0;0.055;0;0;0.142055719;0;0;0.012208657;6.95;3.48;12.27;6.05;3.03;10.68;0.9;0.45;1.59;0;0;0;5.91;2.96;10.43;5.14;2.57;9.08;0.77;0.38;1.35;0;0;0
UKH1;31.995925;29.374873;36.943419;5.237508;3.400369;7.129025;26.655703;25.871789;29.371289;0.102714;0.102714;0.443106;17.085;7.05;33.53;51.86392862;21.40126993;101.7850469;0.27192424;0.112207544;0.533662263;53.98;26.99;95.27;5.82;2.91;10.26;48.17;24.08;85.01;0;0;0;48.79;24.4;86.1;5.26;2.63;9.28;43.54;21.77;76.83;0;0;0
UKH2;2.084612;1.524726;2.677222;1.039583;0.668247;1.433125;1.029308;0.840758;1.123925;0.015721;0.015721;0.120172;1.14;0.255;4.075;3.29351472;0.73670724;11.7728706;0.079414838;0.017763845;0.283873215;13.68;6.84;24.14;4.19;2.09;7.39;9.49;4.75;16.75;0;0;0;12.2;6.1;21.52;3.73;1.87;6.59;8.46;4.23;14.93;0;0;0
UKH3;3.549908;2.773355;4.418772;1.415903;0.931764;1.976942;2.113636;1.821222;2.2972;0.020369;0.020369;0.144631;0.985;0.17;5.02;3.084994144;0.532435538;15.72250823;0.054120879;0.009340659;0.275824176;17.46;8.73;30.82;4.15;2.08;7.33;13.31;6.66;23.49;0;0;0;15.92;7.96;28.1;3.79;1.89;6.68;12.14;6.07;21.42;0;0;0
UKI3;0.003757;0.002768;0.022626;0;0;0;0.001433;0.000444;0.001575;0.002324;0.002324;0.021051;0;0;0;0;0;0;0;0;0;11.93;5.96;21.05;11.09;5.55;19.57;0.84;0.42;1.48;0;0;0;10.7;5.35;18.88;9.95;4.97;17.56;0.75;0.38;1.32;0;0;0
UKI4;0.003757;0.002768;0.022626;0;0;0;0.001433;0.000444;0.001575;0.002324;0.002324;0.021051;0;0;0;0;0;0;0;0;0;7.27;3.64;12.83;7.27;3.64;12.83;0;0;0;0;0;0;6.66;3.33;11.75;6.66;3.33;11.75;0;0;0;0;0;0
UKI5;0.002582;0.002582;0.002841;0;0;0;0.002582;0.002582;0.002841;0;0;0;0;0;0.015;0;0;0.03532317;0;0;0.006756757;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UKI6;0.002582;0.002582;0.002841;0;0;0;0.002582;0.002582;0.002841;0;0;0;0;0;0.015;0;0;0.03532317;0;0;0.008450704;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UKI7;0.002582;0.002582;0.002841;0;0;0;0.002582;0.002582;0.002841;0;0;0;0;0;0.015;0;0;0.03532317;0;0;0.006423983;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UKJ1;3.282666;2.229941;4.497861;1.684533;1.00015;2.41595;1.563819;1.195478;1.772986;0.034313;0.034313;0.308925;2.53;0.685;7.63;7.29987225;1.976447625;22.01502975;0.088276343;0.023900907;0.266224703;20.51;10.26;36.19;5.63;2.81;9.93;14.88;7.44;26.26;0;0;0;18.15;9.07;32.03;4.98;2.49;8.79;13.17;6.58;23.24;0;0;0
UKJ2;2.357652;1.730788;3.402183;1.346614;0.827922;1.855864;0.899028;0.790856;1.011161;0.11201;0.11201;0.535158;0.56;0.12;2.44;1.55479926;0.33317127;6.77448249;0.020641356;0.004423148;0.089937339;14.28;7.14;25.21;6.75;3.37;11.91;7.54;3.77;13.3;0;0;0;13.14;6.57;23.2;6.21;3.1;10.96;6.94;3.47;12.24;0;0;0
UKJ3;2.006956;1.403062;2.900217;1.065578;0.657233;1.519386;0.897769;0.702219;1.020839;0.043609;0.043609;0.359992;1.69;0.595;4.275;4.836875063;1.702923469;12.23529047;0.082883767;0.029180971;0.209661599;12.69;6.34;22.39;4.19;2.09;7.39;8.5;4.25;15;0;0;0;11.63;5.82;20.53;3.84;1.92;6.77;7.79;3.9;13.75;0;0;0
UKJ4;1.95531;1.29901;2.643289;1.010872;0.591983;1.429444;0.924069;0.686658;1.047025;0.020369;0.020369;0.166819;0.995;0.325;2.91;2.762545114;0.902338856;8.079403298;0.054002714;0.017639077;0.157937585;11.87;5.93;20.94;4.17;2.08;7.35;7.7;3.85;13.59;0;0;0;10.99;5.49;19.39;3.86;1.93;6.81;7.13;3.57;12.59;0;0;0
UKK1;4.743679;2.711587;7.064783;2.966603;1.341106;4.639911;1.669714;1.263119;1.908922;0.107362;0.107362;0.51595;2.215;0.62;7.29;6.576539888;1.84083735;21.64468433;0.059399303;0.016626441;0.195494771;20.6;10.3;36.35;5.57;2.79;9.83;15.02;7.51;26.51;0;0;0;18.15;9.07;32.02;4.91;2.45;8.66;13.24;6.62;23.36;0;0;0
UKK2;3.706433;2.096708;5.670211;2.527822;1.108017;3.946108;1.133225;0.943306;1.363208;0.045386;0.045386;0.360894;3.27;1.09;8.785;10.62199823;3.540666075;28.53646924;0.108278146;0.036092715;0.29089404;18.25;9.13;32.21;3.08;1.54;5.43;15.17;7.59;26.78;0;0;0;16.63;8.31;29.34;2.8;1.4;4.95;13.82;6.91;24.39;0;0;0
UKK3;2.00576;1.16168;3.0947;1.412989;0.631217;2.248192;0.572403;0.510094;0.668525;0.020369;0.020369;0.177983;2.18;0.49;6.165;8.521947;1.9154835;24.09990975;0.123793299;0.027825099;0.350085179;11.61;5.81;20.5;1.27;0.63;2.24;10.35;5.17;18.26;0;0;0;10.45;5.23;18.45;1.14;0.57;2.01;9.31;4.66;16.43;0;0;0
UKK4;3.776535;2.193143;5.714258;2.612419;1.187067;4.088778;1.070697;0.912658;1.233325;0.093418;0.093418;0.392156;6.135;2.755;12.085;22.3837929;10.0517277;44.0926059;0.183243728;0.082287933;0.360961768;20.85;10.42;36.79;2.61;1.3;4.6;18.24;9.12;32.19;0;0;0;18.54;9.27;32.72;2.32;1.16;4.09;16.23;8.11;28.63;0;0;0
UKL1;4.378611;2.252561;7.971353;3.200378;1.222122;5.175269;0.924547;0.776753;1.405881;0.253686;0.253686;1.390203;21.695;8.41;24.85;76.63099764;29.70577046;87.77507681;0.334438107;0.129643903;0.38307384;35;17.5;61.76;4.66;2.33;8.22;30.33;15.17;53.53;0;0;0;28.57;14.28;50.41;3.8;1.9;6.71;24.76;12.38;43.7;0;0;0
UKL2;2.626887;1.349314;4.677275;1.868883;0.697403;3.065475;0.630272;0.524181;0.951622;0.127731;0.127731;0.660178;14.265;7.19;15.975;47.20026381;23.79038884;52.85833959;0.373185088;0.188096795;0.417920209;21.57;10.79;38.07;2.77;1.38;4.89;18.8;9.4;33.18;0;0;0;17.45;8.73;30.8;2.24;1.12;3.95;15.21;7.61;26.85;0;0;0
UKM2;4.870164;3.192498;9.047381;2.67045;1.392672;4.087117;1.743247;1.343358;2.356442;0.456467;0.456467;2.603822;19.105;29.13;46.785;56.21319394;85.71004132;137.6568583;0.211631127;0.322680698;0.518249792;38.32;19.16;67.63;4.93;2.47;8.7;33.39;16.7;58.93;0;0;0;28.12;14.06;49.62;3.62;1.81;6.38;24.5;12.25;43.24;0;0;0
